0, 1
1, 1
2, 0
3, 1
4, 2
5, 0
6, 0
7, 1
8, 0
9, 2
10, 0
11, 0
12, 1
13, 0
14, 0
15, 0
16, 1
17, 1
18, 2
19, 0
20, 0
21, 2
22, 1
23, 1
24, 0
25, 2
26, 1
27, 1
28, 0
29, 0
30, 0
31, 0
32, 2
33, 1
34, 0
35, 2
36, 2
37, 2
38, 4
39, 1
40, 2
41, 2
42, 0
43, 2
44, 1
45, 2
46, 2
47, 1
48, 1
49, 1
50, 1
51, 1
52, 0
53, 1
54, 1
55, 0
56, 2
57, 2
58, 3
59, 0
60, 1
61, 0
62, 1
63, 0
64, 2
65, 1
66, 1
67, 2
68, 2
69, 1
70, 2
71, 0
72, 2
73, 1
74, 0
75, 0
76, 3
77, 1
78, 0
79, 2
80, 1
81, 1
82, 0
83, 1
84, 1
85, 1
86, 0
87, 0
88, 0
89, 0
90, 0
91, 0
92, 0
93, 1
94, 1
95, 0
96, 1
97, 0
98, 0
99, 0
100, 0
101, 0
102, 0
103, 0
104, 0
105, 0
106, 0
107, 0
108, 0
109, 0
110, 1
111, 1
112, 0
113, 2
114, 1
115, 0
116, 0
117, 1
118, 0
119, 1
120, 0
121, 0
122, 1
123, 0
124, 1
125, 0
126, 0
127, 0
128, 0
129, 0
130, 1
131, 3
132, 1
133, 1
134, 3
135, 0
136, 4
137, 0
138, 0
139, 0
140, 2
141, 1
142, 0
143, 2
144, 0
145, 1
146, 0
147, 0
148, 2
149, 0
150, 1
151, 1
152, 5
153, 0
154, 2
155, 1
156, 1
157, 1
158, 6
159, 3
160, 5
161, 3
162, 5
163, 0
164, 4
165, 2
166, 2
167, 2
168, 3
169, 3
170, 1
171, 3
172, 3
173, 0
174, 0
175, 1
176, 2
177, 1
178, 1
179, 1
180, 0
181, 0
182, 2
183, 2
184, 0
185, 0
186, 0
187, 2
188, 0
189, 2
190, 1
191, 0
192, 0
193, 0
194, 0
195, 0
196, 1
197, 0
198, 1
199, 0
200, 0
201, 1
202, 3
203, 1
204, 0
205, 2
206, 2
207, 0
208, 2
209, 1
210, 5
211, 4
212, 3
213, 4
214, 6
215, 3
216, 2
217, 3
218, 4
219, 6
220, 6
221, 5
222, 5
223, 8
224, 11
225, 11
226, 8
227, 5
228, 12
229, 13
230, 8
231, 8
232, 5
233, 10
234, 8
235, 13
236, 7
237, 14
238, 11
239, 12
240, 16
241, 8
242, 18
243, 6
244, 9
245, 10
246, 9
247, 4
248, 9
249, 3
250, 4
251, 13
252, 6
253, 6
254, 7
255, 3
256, 1
257, 3
258, 2
259, 1
260, 4
261, 3
262, 2
263, 1
264, 2
265, 2
266, 1
267, 0
268, 4
269, 1
270, 2
271, 1
272, 1
273, 1
274, 4
275, 0
276, 2
277, 1
278, 2
279, 0
280, 2
281, 3
282, 6
283, 1
284, 1
285, 7
286, 2
287, 6
288, 6
289, 5
290, 1
291, 6
292, 5
293, 1
294, 8
295, 5
296, 6
297, 4
298, 2
299, 14
300, 10
301, 7
302, 3
303, 4
304, 4
305, 3
306, 7
307, 10
308, 14
309, 9
310, 11
311, 12
312, 2
313, 9
314, 6
315, 4
316, 7
317, 11
318, 9
319, 9
320, 6
321, 4
322, 5
323, 6
324, 9
325, 5
326, 10
327, 9
328, 7
329, 7
330, 0
331, 3
332, 9
333, 5
334, 1
335, 8
336, 5
337, 2
338, 2
339, 7
340, 4
341, 5
342, 5
343, 3
344, 2
345, 6
346, 2
347, 4
348, 0
349, 1
350, 2
351, 5
352, 2
353, 4
354, 1
355, 2
356, 2
357, 2
358, 3
359, 1
360, 1
361, 3
362, 1
363, 2
364, 5
365, 4
366, 1
367, 4
368, 4
369, 4
370, 7
371, 1
372, 3
373, 5
374, 6
375, 6
376, 5
377, 9
378, 4
379, 3
380, 6
381, 5
382, 5
383, 12
384, 4
385, 9
386, 9
387, 7
388, 13
389, 8
390, 11
391, 12
392, 13
393, 10
394, 15
395, 20
396, 14
397, 14
398, 14
399, 20
400, 16
401, 18
402, 11
403, 11
404, 16
405, 14
406, 17
407, 21
408, 19
409, 15
410, 9
411, 15
412, 12
413, 15
414, 20
415, 11
416, 6
417, 11
418, 12
419, 15
420, 13
421, 17
422, 15
423, 10
424, 17
425, 9
426, 12
427, 15
428, 11
429, 14
430, 19
431, 13
432, 16
433, 21
434, 28
435, 18
436, 21
437, 18
438, 22
439, 16
440, 12
441, 17
442, 15
443, 17
444, 22
445, 15
446, 20
447, 21
448, 19
449, 7
450, 14
451, 8
452, 14
453, 9
454, 11
455, 7
456, 13
457, 11
458, 7
459, 6
460, 4
461, 5
462, 9
463, 5
464, 4
465, 3
466, 3
467, 0
468, 3
469, 3
470, 7
471, 5
472, 4
473, 3
474, 3
475, 4
476, 11
477, 7
478, 6
479, 3
480, 8
481, 9
482, 6
483, 14
484, 9
485, 10
486, 7
487, 13
488, 10
489, 10
490, 8
491, 18
492, 13
493, 17
494, 15
495, 20
496, 25
497, 14
498, 13
499, 31
500, 20
501, 24
502, 26
503, 44
504, 31
505, 26
506, 27
507, 34
508, 36
509, 31
510, 27
511, 20
512, 27
513, 27
514, 29
515, 39
516, 26
517, 23
518, 26
519, 27
520, 36
521, 22
522, 32
523, 29
524, 39
525, 31
526, 28
527, 28
528, 29
529, 29
530, 37
531, 46
532, 29
533, 29
534, 39
535, 35
536, 35
537, 35
538, 37
539, 40
540, 49
541, 42
542, 45
543, 33
544, 53
545, 46
546, 50
547, 46
548, 36
549, 38
550, 53
551, 34
552, 35
553, 40
554, 49
555, 39
556, 34
557, 37
558, 25
559, 25
560, 26
561, 27
562, 27
563, 30
564, 27
565, 27
566, 13
567, 12
568, 21
569, 12
570, 13
571, 17
572, 7
573, 9
574, 12
575, 5
576, 8
577, 7
578, 3
579, 10
580, 8
581, 7
582, 13
583, 5
584, 5
585, 8
586, 6
587, 7
588, 13
589, 9
590, 15
591, 14
592, 10
593, 15
594, 14
595, 12
596, 12
597, 17
598, 20
599, 20
600, 32
601, 24
602, 24
603, 35
604, 34
605, 29
606, 32
607, 34
608, 32
609, 42
610, 39
611, 41
612, 41
613, 28
614, 40
615, 54
616, 39
617, 49
618, 44
619, 50
620, 42
621, 43
622, 33
623, 42
624, 49
625, 68
626, 59
627, 49
628, 56
629, 51
630, 54
631, 62
632, 48
633, 79
634, 57
635, 67
636, 61
637, 59
638, 59
639, 77
640, 78
641, 66
642, 79
643, 70
644, 72
645, 81
646, 83
647, 76
648, 69
649, 65
650, 75
